nces,ben,ffl_name,sites,nces_name,nces_schools,latitude,longitude,buildings_lt1_5,buildings_1_5to3,buildings_3to10,buildings_10to25,buildings_25to50,buildings_50to100,buildings_gt100,min_sites_schools,pct_sites_accounted_for ,nces_over_ffl_sites,data_quality_score,capped_buildings_gt50,pct_bldgs_gt50,pct_bldgs_gt50_alt,bldgs_gt50_alt,pct_bldgs_gt50_alt_label
3904932,130117,CONTINENTAL LOCAL SCHOOL DIST,2,CONTINENTAL LOCAL,3,41.106603,-84.266086,0,0,0,1,0,0,0,2,50%,150%,4,0,0,0,0,0%
3904936,130140,MILLER CITY-NEW CLEVELAND DIST,1,MILLER CITY-NEW CLEVELAND LOCAL,3,41.0547,-84.8032,0,0,0,1,0,0,0,1,100%,300%,2,0,0,0,0,0%
3904938,49965,OUR LADY OF GRACE CATHOLIC SCHOOL,1,OTTOVILLE LOCAL,2,40.9336,-84.3463,0,0,0,1,0,0,0,1,100%,200%,2,0,0,0,0,0%
3904942,130118,CRESTVIEW LOCAL SCHOOL DIST,2,CRESTVIEW LOCAL,3,40.885689,-82.396344,0,0,0,1,0,0,0,2,50%,150%,4,0,0,0,0,0%
3904944,129749,LUCAS LOCAL SCHOOLS,3,LUCAS LOCAL,3,40.706324,-82.417141,0,0,0,3,0,0,0,3,100%,100%,1,0,0,0,0,0%
3904947,129790,ONTARIO LOCAL SCHOOL DISTRICT,5,ONTARIO LOCAL,4,40.764074,-82.645871,0,0,0,3,0,0,0,4,60%,80%,4,0,0,0,0,0%
3904968,129720,SENECA EAST LOCAL SCHOOL DIST,3,SENECA EAST LOCAL,3,41.055807,-82.861914,0,0,0,0,0,0,0,3,0%,100%,4,0,0,,,NA
3904969,129727,BETTSVILLE LOCAL SCHOOL DIST,1,BETTSVILLE LOCAL,3,41.2452,-83.2325,0,0,0,1,0,0,0,1,100%,300%,2,0,0,0,0,0%
3904974,129949,SHELBY CO EDUCATIONAL SERVICE CENTER,1,SHELBY COUNTY ESC,0,40.284355,-84.156138,0,0,0,0,0,0,0,0,0%,0%,4,0,0,,,NA
3904977,129950,FAIRLAWN LOCAL SCHOOL DISTRICT,2,FAIRLAWN LOCAL,2,40.269659,-84.063212,0,0,0,1,0,0,0,2,50%,100%,4,0,0,0,0,0%
3904991,129302,OTSEGO LOCAL SCHOOL DISTRICT,7,OSNABURG LOCAL,3,40.789556,-81.280541,0,0,0,4,4,0,0,3,114%,43%,4,0,0,0,0,0%
3904999,129574,COVENTRY LOCAL SCHOOL DISTRICT,4,COVENTRY LOCAL,5,41.009973,-81.549962,0,0,0,0,4,0,0,4,100%,125%,2,0,0,0,0,0%
3905005,129525,REVERE LOCAL SCHOOL DISTRICT,6,REVERE LOCAL,4,41.2023,-81.6205,0,0,6,0,0,0,0,4,100%,67%,2,0,0,0,0,0%
3905006,129573,SPRINGFIELD LOCAL SCHOOL DIST,5,SPRINGFIELD LOCAL,5,41.019429,-81.416906,0,0,5,0,0,0,0,5,100%,100%,1,0,0,0,0,0%
3905009,129617,BLOOMFIELD-MESPO SCHOOL DIST,2,BLOOMFIELD-MESPO LOCAL,2,41.46428,-80.87187,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
3905012,129581,BROOKFIELD LOCAL SCHOOL DIST,3,BROOKFIELD LOCAL,3,41.232445,-80.565812,0,0,0,3,0,0,0,3,100%,100%,1,0,0,0,0,0%
3905020,129625,LORDSTOWN LOCAL SCHOOL,2,LORDSTOWN LOCAL,2,41.165913,-80.862829,2,0,0,0,0,0,0,2,100%,100%,1,0,0,0,0,0%
3905025,129610,WEATHERSFIELD SCHOOL DISTRICT,2,WEATHERSFIELD LOCAL,3,41.139478,-80.768941,0,0,0,2,0,0,0,2,100%,150%,2,0,0,0,0,0%
3905026,129682,EAST CENTRAL OHIO ESC,5,EAST CENTRAL OHIO ESC,0,40.483687,-81.432451,0,0,1,0,0,0,0,0,20%,0%,4,0,0,0,0,0%
3905029,129691,STRASBURG-FRANKLIN LOCAL DIST,4,STRASBURG-FRANKLIN LOCAL,2,40.597125,-81.530219,0,0,0,0,3,0,0,2,75%,50%,4,0,0,0,0,0%
3905048,130071,FORT FRYE LOCAL SCHOOL DIST,5,FORT FRYE LOCAL,4,39.547691,-81.641548,0,0,0,4,0,0,0,4,80%,80%,4,0,0,0,0,0%
3905051,130092,WOLF CREEK LOCAL SCHOOL DIST,2,WOLF CREEK LOCAL,2,39.538401,-81.639046,0,0,0,1,0,0,0,2,50%,100%,4,0,0,0,0,0%
3905065,129298,STRYKER LOCAL SCHOOL DISTRICT,2,STRYKER LOCAL,2,41.501577,-84.414397,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
3905066,129225,WOOD CO ED SERV CENTER,4,WOOD COUNTY ESC,0,41.378655,-83.613053,0,0,3,1,0,0,0,0,100%,0%,2,0,0,0,0,0%
3905066,129315,NORTHWOOD LOCAL SCHOOL DIST,2,WOOD COUNTY ESC,0,41.378655,-83.613053,0,0,0,0,3,0,0,0,150%,0%,4,0,0,0,0,0%
3905068,129728,ELMWOOD LOCAL SCHOOL DISTRICT,1,ELMWOOD LOCAL,3,41.2421,-83.6402,0,0,1,0,0,0,0,1,100%,300%,2,0,0,0,0,0%
3905070,130147,NORTH BALTIMORE LOCAL SCH DIST,3,NORTH BALTIMORE LOCAL,3,41.179059,-83.678321,0,0,0,3,0,0,0,3,100%,100%,1,0,0,0,0,0%
3905085,129380,BELMONT-HARRISON VOC SCH DIST,2,BELMONT-HARRISON,2,40.07741,-80.96447,0,0,1,1,0,0,0,2,100%,100%,1,0,0,0,0,0%
3905096,46726,FOUR COUNTY CAREER CENTER,3,FOUR COUNTY,1,41.451316,-84.303821,0,0,4,0,0,0,0,1,133%,33%,4,0,0,0,0,0%
3905102,129751,EHOVE J V S D,1,EHOVE CAREER CENTER,1,41.333213,-82.630254,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
3905118,130020,LAWRENCE CO SUPT OF SCHOOLS,2,LAWRENCE COUNTY,1,38.492871,-82.476842,0,0,0,2,0,0,0,1,100%,50%,2,0,0,0,0,0%
3905135,129294,PENTA CAREER CENTER,1,PENTA CAREER CENTER,2,41.586797,-83.573541,0,0,0,0,1,0,0,1,100%,200%,2,0,0,0,0,0%
3905141,49307,PIONEER CAREER & TECH CENTER,1,PIONEER CAREER & TECHNOLOGY,1,40.902189,-82.666926,0,0,0,3,0,0,0,1,300%,100%,4,0,0,0,0,0%
3905143,130003,PICKAWAY-ROSS COUNTY J V S D,1,PICKAWAY-ROSS COUNTY JVSD,1,39.436512,-82.958942,0,0,0,0,1,0,0,1,100%,100%,1,0,0,0,0,0%
3905145,129234,VANGUARD-SENTINEL J V S D,3,VANGUARD-SENTINEL,3,41.364376,-83.125348,0,0,0,0,3,0,0,3,100%,100%,1,0,0,0,0,0%
3906190,130063,ADAMS COUNTY/OHIO VALLEY SCHOOL DISTRICT,9,ADAMS COUNTY/OHIO VALLEY LOCAL,7,38.811531,-83.581864,0,0,0,7,0,0,0,7,78%,78%,4,0,0,0,0,0%
3906206,130054,GALLIA-JACKSON-VINTON J V S D,1,GALLIA-JACKSON-VINTON,1,38.89173,-82.3915,0,0,0,5,0,0,0,1,500%,100%,4,0,0,0,0,0%
3906210,129547,MEDINA COUNTY J V S D,1,MEDINA COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,1,41.148123,-81.89542,0,0,0,2,0,0,0,1,200%,100%,4,0,0,0,0,0%
3906522,129355,COSHOCTON COUNTY J V S D,1,COSHOCTON COUNTY,1,40.296467,-81.847867,0,0,0,1,0,0,0,1,100%,100%,1,0,0,0,0,0%
3906568,130019,GALLIA COUNTY LOCAL SCHOOLS,11,GALLIA COUNTY LOCAL,8,38.854273,-82.236796,0,0,0,8,0,0,0,8,73%,73%,4,0,0,0,0,0%
3906968,129349,EAST GUERNSEY LOCAL SCHOOL DIST,5,EAST GUERNSEY LOCAL,3,40.038803,-81.442665,0,0,1,3,0,0,0,3,80%,60%,4,0,0,0,0,0%
3910019,130075,MARIETTA CITY SCHOOL DISTRICT,9,MARIETTA CITY,6,39.4396,-81.4493,0,0,4,2,0,0,0,6,67%,67%,4,0,0,0,0,0%
3910021,129764,OLD FORT LOCAL SCHOOL DISTRICT,2,OLD FORT LOCAL,2,41.2389,-83.1495,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
3910022,130173,LINCOLNVIEW SCHOOL DISTRICT,2,LINCOLNVIEW LOCAL,2,40.851932,-84.515567,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
3910031,130139,MARION LOCAL SCHOOL DISTRICT,2,MARION LOCAL,2,40.407554,-84.48605,0,0,0,0,2,0,0,2,100%,100%,1,0,0,0,0,0%
4000014,139924,BURNS FLAT-DILL CITY DIST 10,2,BURNS FLAT-DILL CITY,2,35.34868,-99.17049,0,0,0,1,3,0,0,2,200%,100%,4,0,0,0,0,0%
4000015,139946,THOMAS INDEP SCHOOL DISTRICT 6,2,THOMAS-FAY-CUSTER UNIFIED DIST,3,35.751936,-98.747721,0,0,0,5,0,0,0,2,250%,150%,4,0,0,0,0,0%
4000020,140285,FRONTIER PUBLIC SCH DIST I 4,2,FRONTIER,2,36.522419,-97.282706,0,0,0,0,3,0,0,2,150%,100%,4,0,0,0,0,0%
4000021,152859,OKLAHOMA UNION INDEP SCHOOL DISTRICT,3,OKLAHOMA UNION,3,36.9942,-95.6242,0,0,0,3,0,0,0,3,100%,100%,1,0,0,0,0,0%
4000033,140201,KEYS SCHOOL DISTRICT 6,2,KEYS,2,35.788944,-94.968977,0,0,6,5,0,0,0,2,550%,100%,4,0,0,0,0,0%
4000049,139923,WESTERN TECHNOLOGY CENTER,1,WESTERN TECHNOLOGY CENTER,0,35.2917,-99.6129,0,0,0,3,1,0,0,0,400%,0%,4,0,0,0,0,0%
4000053,139846,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,1,SOUTHERN OKLA. TECHNOLOGY CTR,0,34.187186,-97.027106,0,0,0,0,10,0,0,0,1000%,0%,4,0,0,0,0,0%
4000065,224952,WES WATKINS TECHNOLOGY CENTER,1,WES WATKINS TECHNOLOGY CENTER,0,35.231945,-96.265815,0,0,4,0,0,0,0,0,400%,0%,4,0,0,0,0,0%
4000080,139756,EASTERN OK CO VOC-TECH,1,EASTERN OKLA COUNTY TECH. CTR,0,35.51777,-97.265118,0,0,0,0,4,0,0,0,400%,0%,4,0,0,0,0,0%
4000087,140335,PONTOTOC TECHNOLOGY CENTER,1,PONTOTOC TECHNOLOGY CENTER,0,34.7828,-96.6867,0,0,0,1,2,0,0,0,300%,0%,4,0,0,0,0,0%
4000090,139893,RED RIVER TECHNOLOGY CENTER,1,RED RIVER TECHNOLOGY CENTER,0,34.4918,-97.9902,0,0,0,4,0,0,0,0,400%,0%,4,0,0,0,0,0%
4000751,16055390,DEBORAH BROWN COMMUNITY SCHOOL,1,DEBORAH BROWN (CHARTER),1,36.157692,-95.987745,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
4000752,16034580,"SANTA FE SOUTH SCHOOLS, INC.",7,SANTA FE SOUTH ES (CHARTER),1,35.42643,-97.505654,0,0,0,7,0,0,0,1,100%,14%,2,0,0,0,0,0%
4002370,140292,ACHILLE INDEP SCHOOL DIST 3,7,ACHILLE,2,33.8333,-96.3869,0,0,2,0,0,0,0,2,29%,29%,4,0,0,0,0,0%
4002460,140127,ADAIR INDEP SCHOOL DISTRICT 2,3,ADAIR,3,36.43403,-95.26759,0,0,11,0,0,0,0,3,367%,100%,4,0,0,0,0,0%
4002550,140338,AGRA INDEP SCHOOL DISTRICT 134,3,AGRA,2,35.890236,-96.875757,0,0,0,8,0,0,0,2,267%,67%,4,0,0,0,0,0%
4002580,140230,ALBION SCHOOL DISTRICT 2,1,ALBION,1,34.6628,-95.0991,0,0,2,0,0,0,0,1,200%,100%,4,0,0,0,0,0%
4002670,139731,ALEX PUBLIC SCHOOL DIST I-56,2,ALEX,3,34.9168,-97.7776,0,0,0,0,9,0,0,2,450%,150%,4,0,0,0,0,0%
4002760,140339,ALLEN INDEP SCHOOL DISTRICT 1,2,ALLEN,2,34.880409,-96.411842,0,0,8,0,0,0,0,2,400%,100%,4,0,0,0,0,0%
4002910,139734,AMBER-POCASSET SCHOOL DIST 128,3,AMBER-POCASSET,3,35.16005,-97.87103,0,0,7,0,0,0,0,3,233%,100%,4,0,0,0,0,0%
4003120,139922,ARAPAHO - BUTLER  INDEP SCHOOL DIST 5,2,ARAPAHO-BUTLER,2,35.576259,-98.96671,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
4003210,140390,ARKOMA INDEP SCHOOL DIST 91,2,ARKOMA,2,35.354426,-94.432665,0,0,1,0,5,0,0,2,300%,100%,4,0,0,0,0,0%
4003300,140340,ASHER PUBLIC SCHOOLS,2,ASHER,2,34.992425,-96.923012,0,0,0,0,6,0,0,2,300%,100%,4,0,0,0,0,0%
4003360,140233,ATOKA INDEP SCHOOL DISTRICT 15,3,ATOKA,3,34.380112,-96.14539,0,0,0,0,8,0,0,3,267%,100%,4,0,0,0,0,0%
4003450,140032,AVANT SCHOOL DISTRICT 35,1,AVANT,1,36.4898,-96.0632,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
4003510,140006,BALKO INDEP SCHOOL DISTRICT 75,2,BALKO,2,36.58013,-100.64852,0,0,0,3,0,0,0,2,150%,100%,4,0,0,0,0,0%
4003570,140033,BARNSDALL SCHOOL DISTRICT,3,BARNSDALL,3,36.56076,-96.165884,0,0,0,0,5,0,0,3,167%,100%,4,0,0,0,0,0%
4003630,140038,BARTLESVILLE SCHOOL DISTRICT,13,BARTLESVILLE,11,36.7424,-95.982,0,0,0,0,12,0,0,11,92%,85%,3,0,0,0,0,0%
4003660,140293,BATTIEST INDEP SCHOOL DIST 71,2,BATTIEST,2,34.39382,-94.9604,0,0,0,1,0,0,0,2,50%,100%,4,0,0,0,0,0%
4003690,140364,BEARDEN SCHOOL DISTRICT 29,1,BEARDEN,1,35.3482,-96.3872,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
4003750,140008,BEAVER INDEP SCHOOL DIST 22,2,BEAVER,2,36.810076,-100.523632,1,0,0,4,0,0,0,2,250%,100%,4,0,0,0,0,0%
4003810,140167,BEGGS PUBLIC SCHOOLS,4,BEGGS,4,35.74812,-96.08294,0,0,0,0,16,0,0,4,400%,100%,4,0,0,0,0,0%
4003840,140409,BELFONTE SCHOOL DISTRICT 50,2,BELFONTE,2,35.5699,-94.5454,0,0,3,0,0,0,0,2,150%,100%,4,0,0,0,0,0%
4003930,140294,BENNINGTON INDEP SCH DIST I-40,2,BENNINGTON,2,34.007233,-96.038264,0,0,0,2,2,0,0,2,200%,100%,4,0,0,0,0,0%
4004020,140119,BERRYHILL INDEP SCHOOL DIST 10,3,BERRYHILL,3,36.118534,-96.064562,0,0,0,3,0,0,0,3,100%,100%,1,0,0,0,0,0%
4004350,139909,BIG PASTURE SCHOOL DIST 333,2,BIG PASTURE,2,34.1738,-98.444,0,0,3,0,0,0,0,2,150%,100%,4,0,0,0,0,0%
4004360,140273,BILLINGS INDEP SCHOOL DIST 2,2,BILLINGS,2,36.531072,-97.444136,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
4004470,139874,BISHOP SCHOOL DISTRICT C-049,1,BISHOP,1,34.5799,-98.4224,0,0,2,0,0,0,0,1,200%,100%,4,0,0,0,0,0%
4004650,139883,BLAIR INDEP SCHOOL DISTRICT 54,2,BLAIR,2,34.778332,-99.335272,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
4004830,140130,BLUEJACKET PUBLIC SCHOOLS,7,BLUEJACKET,3,36.798326,-95.071111,0,0,6,0,0,0,0,3,86%,43%,4,0,0,0,0,0%
4005040,140296,BOSWELL INDEP SCHOOL DIST 1,3,BOSWELL,3,34.028584,-95.867736,0,0,7,0,0,0,0,3,233%,100%,4,0,0,0,0,0%
4005130,140342,BOWLEGS INDEP SCHOOL DIST 3,2,BOWLEGS,2,35.14919,-96.66848,0,0,0,10,0,0,0,2,500%,100%,4,0,0,0,0,0%
4005160,140041,BOWRING SCHOOL DISTRICT 7,1,BOWRING,1,36.8778,-96.1179,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
4005280,225621,BRAGGS PUBLIC SCHOOL,1,BRAGGS,2,35.666602,-95.198572,0,0,0,0,0,0,0,1,0%,200%,4,0,0,,,NA
4005340,139787,BRAY-DOYLE SCHOOL DIST I 42,2,BRAY-DOYLE,2,34.6428,-97.8177,0,0,4,0,0,0,0,2,200%,100%,4,0,0,0,0,0%
4005430,140214,BRIGGS SCHOOL DISTRICT 44,1,BRIGGS,1,35.922247,-94.873208,0,0,0,0,9,0,0,1,900%,100%,4,0,0,0,0,0%
4005580,140418,BRUSHY SCHOOL DISTRICT 36,1,BRUSHY,1,35.4767,-94.7818,0,0,2,0,0,0,0,1,200%,100%,4,0,0,0,0,0%
4005760,139993,BUFFALO INDEP SCHOOL DIST I 4,2,BUFFALO,2,36.840157,-99.628378,0,0,0,0,50,0,0,2,2500%,100%,4,0,0,0,0,0%
4005820,140261,BUFFALO VALLEY SCHOOL DIST 3,3,BUFFALO VALLEY,2,34.756016,-95.036415,0,0,4,0,0,0,0,2,133%,67%,4,0,0,0,0,0%
4005910,139956,BURLINGTON INDEP SCH DIS I001,1,BURLINGTON,2,36.902,-98.4231,0,0,0,0,0,0,0,1,0%,200%,4,0,0,,,NA
4006000,140347,BUTNER INDEP SCHOOL DIST I015,2,BUTNER,2,35.337952,-96.459026,0,0,5,0,0,0,0,2,250%,100%,4,0,0,0,0,0%
4006030,140343,BYARS SCHOOL DISTRICT 4,1,BYARS,1,34.86938,-97.038608,0,0,1,0,0,0,0,1,100%,100%,1,0,0,0,0,0%
4006120,139884,CACHE INDEP SCHOOL DISTRICT 1,13,CACHE,4,34.623606,-98.625458,0,0,0,0,7,0,0,4,54%,31%,4,0,0,0,0,0%
4006150,140302,CADDO INDEP SCHOOL DISTRICT 5,2,CADDO,2,34.13543,-96.268262,0,0,0,6,0,0,0,2,300%,100%,4,0,0,0,0,0%
4006270,140237,CALVIN PUBLIC SCHOOL,2,CALVIN,2,34.966437,-96.246716,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
4006330,140394,CAMERON INDEP SCHOOL DIST 17,2,CAMERON,2,35.1368,-94.5382,0,0,0,0,8,0,0,2,400%,100%,4,0,0,0,0,0%
4006390,140170,CANADIAN PUBLIC SCHOOLS,3,CANADIAN,2,35.174974,-95.653905,10,0,0,0,0,0,0,2,333%,67%,4,0,0,0,0,0%
4006420,140238,CANEY INDEP SCHOOL DISTRICT 26,6,CANEY,2,34.234363,-96.211906,0,0,4,0,0,0,0,2,67%,33%,4,0,0,0,0,0%
4006630,139748,CARNEGIE INDEP SCH DISTRICT 33,4,CARNEGIE,3,35.1017,-98.6032,0,0,0,0,4,0,0,3,100%,75%,2,0,0,0,0,0%
4006690,140344,CARNEY INDEP SCHOOL DIST 105,2,CARNEY,2,35.806292,-97.013149,0,0,0,7,0,0,0,2,350%,100%,4,0,0,0,0,0%
4006930,140393,CAVE SPRINGS SCHOOL DIST 30,2,CAVE SPRINGS,2,35.75009,-94.75738,0,0,0,8,0,0,0,2,400%,100%,4,0,0,0,0,0%
4007290,140345,CHANDLER INDEP SCHOOL DIST 1,4,CHANDLER,4,35.70208,-96.88076,0,0,0,0,0,0,0,4,0%,100%,4,0,0,,,NA
4007350,140172,CHECOTAH INDEP SCHOOL DIST 19,4,CHECOTAH,4,35.468195,-95.526006,0,0,0,0,14,0,0,4,350%,100%,4,0,0,0,0,0%
4007380,140047,CHELSEA INDEP SCHOOL DIST 3,3,CHELSEA,4,36.535504,-95.426734,0,0,0,5,0,0,0,3,167%,133%,4,0,0,0,0,0%
4007410,139958,CHEROKEE INDEP SCHOOL DIST 46,2,CHEROKEE,2,36.753649,-98.353126,0,0,0,4,0,0,0,2,200%,100%,4,0,0,0,0,0%
4007500,139929,CHEYENNE INDEP SCHOOL DIST 7,2,CHEYENNE,2,35.6083,-99.6718,0,0,0,0,3,0,0,2,150%,100%,4,0,0,0,0,0%
4007800,140240,CLAYTON INDEP SCHOOL DIST 10,2,CLAYTON,2,34.588243,-95.352999,0,0,0,0,17,0,0,2,850%,100%,4,0,0,0,0,0%
4008010,140129,CLEORA PUBLIC SCHOOLS,1,CLEORA,1,36.59018,-94.96526,0,0,0,4,0,0,0,1,400%,100%,4,0,0,0,0,0%
4008220,140304,COLBERT INDEP SCHOOL DIST 4,4,COLBERT,4,33.859407,-96.504932,0,0,0,14,0,0,0,4,350%,100%,4,0,0,0,0,0%
4008250,140132,COLCORD INDEP SCHOOL DIST 4,2,COLCORD,2,36.263428,-94.692803,0,0,0,10,0,0,0,2,500%,100%,4,0,0,0,0,0%
4008310,139853,COLEMAN INDEP SCHOOL DIST 35,2,COLEMAN,2,34.27089,-96.42055,0,0,2,0,0,0,0,2,100%,100%,1,0,0,0,0,0%
4008640,139930,CORDELL INDEP SCHOOL DIST 78,3,CORDELL,3,35.294872,-98.980124,0,0,0,0,9,0,0,3,300%,100%,4,0,0,0,0,0%
4008730,140241,COTTONWOOD SCHOOL DISTRICT 4,5,COTTONWOOD,1,34.5554,-96.1991,0,0,5,0,0,0,0,1,100%,20%,2,0,0,0,0,0%
4008940,139758,COYLE INDEP SCHOOL DISTRICT 14,2,COYLE,2,35.951034,-97.235978,0,0,0,0,7,0,0,2,350%,100%,4,0,0,0,0,0%
4009000,139759,CRESCENT INDEP SCHOOL DIST 2,3,CRESCENT,3,35.953099,-97.589217,0,0,0,15,0,0,0,3,500%,100%,4,0,0,0,0,0%
4009090,140175,CROWDER PUBLIC SCHOOL,2,CROWDER,2,35.15188,-95.65368,0,0,0,7,0,0,0,2,350%,100%,4,0,0,0,0,0%
4009240,140057,CUSHING PUBLIC SCHOOLS,7,CUSHING,7,35.982278,-96.768877,0,0,0,0,18,0,0,7,257%,100%,4,0,0,0,0,0%
4009300,139760,CYRIL INDEP SCHOOL DISTRICT 64,2,CYRIL,2,34.89858,-98.20835,0,0,0,0,3,0,0,2,150%,100%,4,0,0,0,0,0%
4009360,140432,DAHLONEGAH SCHOOL DISTRICT 29,1,DAHLONEGAH,1,35.8188,-94.6263,0,0,2,0,0,0,0,1,200%,100%,4,0,0,0,0,0%
4009450,140059,DAVENPORT INDEP SCHOOL DIST 3,2,DAVENPORT,2,35.708216,-96.765271,2,0,0,4,0,0,0,2,300%,100%,4,0,0,0,0,0%
4009510,139761,DAVIS INDEP SCHOOL DISTRICT 10,4,DAVIS,3,34.500799,-97.116785,4,0,0,4,0,0,0,3,200%,75%,4,0,0,0,0,0%
4009720,140317,DENISON SCHOOL DISTRICT 37,1,DENISON,1,33.89557,-94.79386,0,0,5,0,0,0,0,1,500%,100%,4,0,0,0,0,0%
4009750,140061,DEPEW PUBLIC SCHOOLS,7,DEPEW,2,35.8,-96.5079,0,0,0,0,6,0,0,2,86%,29%,4,0,0,0,0,0%
4009780,140176,DEWAR INDEP SCHOOL DISTRICT 8,9,DEWAR,2,35.459273,-95.939641,0,0,0,0,9,0,0,2,100%,22%,2,0,0,0,0,0%
4009870,139762,DIBBLE PUBLIC SCHOOL DISTRICT,2,DIBBLE,3,35.037,-97.6353,0,0,0,7,0,0,0,2,350%,150%,4,0,0,0,0,0%
4010200,140065,DRUMRIGHT INDEP SCHOOL DIST 39,5,DRUMRIGHT,3,35.986755,-96.601722,0,0,0,0,3,0,0,3,60%,60%,4,0,0,0,0,0%
4010260,139889,DUKE PUBLIC SCHOOL DIST I-14,2,DUKE,2,34.66665,-99.56644,0,0,2,0,0,0,0,2,100%,100%,1,0,0,0,0,0%
4010290,139892,DUNCAN INDEP SCHOOL DISTRICT,14,DUNCAN,8,34.513994,-97.968517,0,0,0,0,29,0,0,8,207%,57%,4,0,0,0,0,0%
4010410,140348,DUSTIN PUBLIC SCHOOLS,2,DUSTIN,2,35.271963,-96.036946,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
4010440,140305,EAGLETOWN INDEP SCHOOL DIST 13,2,EAGLETOWN,2,34.06279,-94.54488,0,0,0,2,0,0,0,2,100%,100%,1,0,0,0,0,0%
4010500,140349,EARLSBORO INDEP SCHOOL DIST 5,2,EARLSBORO,2,35.268,-96.8034,0,0,0,5,0,0,0,2,250%,100%,4,0,0,0,0,0%
4010560,140426,PEAVINE SCHOOL DISTRICT 19,1,PEAVINE,1,35.8367,-94.6307,0,0,0,4,0,0,0,1,400%,100%,4,0,0,0,0,0%
4010680,139894,ELDORADO INDEP SCHOOL DIST 25,5,ELDORADO,2,34.47107,-99.651907,0,0,2,0,0,0,0,2,40%,40%,4,0,0,0,0,0%
4010740,139932,ELK CITY INDEP SCHOOL DIST 6,7,ELK CITY,6,35.410657,-99.406526,0,0,0,0,25,0,0,6,357%,86%,4,0,0,0,0,0%
4010860,139764,ELMORE CTY-PERNELL SCHOOLS,3,ELMORE CITY-PERNELL,2,34.623,-97.394098,0,0,0,2,0,0,0,2,67%,67%,4,0,0,0,0,0%
4010890,139891,EMPIRE SCHOOL DISTRICT I0-21,10,EMPIRE,2,34.46388,-97.99974,0,0,0,9,0,0,0,2,90%,20%,4,0,0,0,0,0%
4011040,139934,ERICK INDEP SCHOOL DISTRICT 51,2,ERICK,2,35.21167,-99.86531,0,0,0,8,0,0,0,2,400%,100%,4,0,0,0,0,0%
4011160,140177,EUFAULA INDEP SCHOOL DIST 1,4,EUFAULA,3,35.288229,-95.59017,0,0,0,0,5,0,0,3,125%,75%,4,0,0,0,0,0%
4011280,139965,FAIRVIEW PUBLIC SCHOOLS,3,FAIRVIEW,3,36.268822,-98.475886,0,0,0,0,0,0,0,3,0%,100%,4,0,0,,,NA
4011400,140395,FANSHAWE SCHOOL DISTRICT 39,1,FANSHAWE,1,34.9542,-94.8844,0,0,2,0,0,0,0,1,200%,100%,4,0,0,0,0,0%
4011580,140012,FELT INDEP SCHOOL DISTRICT 10,2,FELT,2,36.5656,-102.7944,0,0,0,5,0,0,0,2,250%,100%,4,0,0,0,0,0%
4011760,139875,FLOWER MOUND SCHOOL DIST 48,1,FLOWER MOUND,1,34.579382,-98.352302,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
4011850,201298,FOREST GROVE SCHOOL  DISTRICT,1,FOREST GROVE,1,33.9212,-94.9158,0,0,4,0,0,0,0,1,400%,100%,4,0,0,0,0,0%
4011880,140013,FORGAN INDEP SCHOOL DIST 123,2,FORGAN,2,36.90699,-100.540949,0,0,0,3,0,0,0,2,150%,100%,4,0,0,0,0,0%
4012000,139995,FORT SUPPLY INDEP SCH DIST 5,2,FORT SUPPLY,2,36.57271,-99.569452,0,0,75,0,0,0,0,2,3750%,100%,4,0,0,0,0,0%
4012090,140069,FOYIL INDEP SCHOOL DISTRICT 7,5,FOYIL,3,36.43484,-95.51989,0,0,3,0,0,0,0,3,60%,60%,4,0,0,0,0,0%
4012240,84982,FRINK-CHAMBERS ELEM SCHOOL,1,FRINK-CHAMBERS,1,34.887666,-95.802473,0,0,0,0,0,0,0,1,0%,100%,4,0,0,,,NA
4012300,140306,FORT TOWSON INDEP SCH DIST 2,2,FORT TOWSON,2,34.020707,-95.269645,0,0,7,0,0,0,0,2,350%,100%,4,0,0,0,0,0%
4012390,140396,GANS PUBLIC SCHOOL,2,GANS,2,35.38369,-94.70799,0,0,2,0,0,0,0,2,100%,100%,1,0,0,0,0,0%
4012420,139966,GARBER INDEP SCHOOL DIST 47,2,GARBER,2,36.43365,-97.582477,0,0,0,0,0,0,0,2,0%,100%,4,0,0,,,NA
